Id,Label,timeset,description,url,cluster,weight<links>,weight<total_link_strength>,weight<citations>,weight<norm._citations>,score<pub._year>,score<citations>,score<norm._citations>,grain for green,beijing-tianjin sandstorm source control,stimulated
1708,cai (2008),,"<table><tr><td>Authors:</td><td>cai, z; gwary, d; howden, m; janzen, h; kumar, p; martino, d; mcallister, t; mccarl, b; ogle, s; o'mara, f; pan, g; rice, c; romanenkov, v; schneider, u; scholes, b; sirotenko, o; smith, j; smith, p; towprayoon, s; wattenbach, m</td></tr><tr><td>Title:</td><td>greenhouse gas mitigation in agriculture</td></tr><tr><td>Source:</td><td>philosophical transactions of the royal society b-biological sciences, 363(1492), 789-813</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1098/rstb.2007.2184,3,479,1195,695,11.362,2008,695,11.362,,,
1709,boyd (2008),,"<table><tr><td>Authors:</td><td>boyd, pw; buesseler, ko; caldeira, k; chai, f; coale, kh; de baar, hjw; doney, sc; falkowski, pg; johnson, ks; karl, dm; lampitt, rs; michaels, af; naqvi, swa; smetacek, v; takeda, s; watson, aj</td></tr><tr><td>Title:</td><td>environment - ocean iron fertilization - moving forward in a sea of uncertainty</td></tr><tr><td>Source:</td><td>science, 319(5860), 162-162</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1126/science.1154305,4,93,100,94,1.5367,2008,94,1.5367,,,
1710,d'eon (2007),,"<table><tr><td>Authors:</td><td>d'eon, s; fraleigh, s; mckenney, d; yemshanov, d</td></tr><tr><td>Title:</td><td>an integrated spatial assessment of the investment potential of three species in southern ontario, canada inclusive of carbon benefits</td></tr><tr><td>Source:</td><td>forest policy and economics, 10(1-2), 48-59</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.forpol.2007.03.001,1,57,84,19,0.4471,2007,19,0.4471,,,
1711,follett (2007),,"<table><tr><td>Authors:</td><td>follett, f; kimble, jm; lal, r; stewart, ba</td></tr><tr><td>Title:</td><td>soil carbon sequestration to mitigate climate change and advance food security</td></tr><tr><td>Source:</td><td>soil science, 172(12), 943-956</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1097/ss.0b013e31815cc498,3,380,726,139,3.2712,2007,139,3.2712,,,
1712,aziz (2007),,"<table><tr><td>Authors:</td><td>aziz, mj; house, ch; house, kz; schrag, dp</td></tr><tr><td>Title:</td><td>electrochemical acceleration of chemical weathering as an energetically feasible approach to mitigating anthropogenic climate change</td></tr><tr><td>Source:</td><td>environmental science & technology, 41(24), 8464-8470</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1021/es0701816,2,147,214,41,0.9649,2007,41,0.9649,,,
1713,zeman (2007),,"<table><tr><td>Authors:</td><td>zeman, f</td></tr><tr><td>Title:</td><td>energy and material balance of co2 capture from ambient air</td></tr><tr><td>Source:</td><td>environmental science & technology, 41(21), 7558-7563</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1021/es070874m,2,88,205,131,3.083,2007,131,3.083,,,
1714,fahey (2007),,"<table><tr><td>Authors:</td><td>fahey, tj; kay, d; sherman, re; vadas, tm</td></tr><tr><td>Title:</td><td>local-scale analysis of carbon mitigation strategies: tompkins county, new york, usa</td></tr><tr><td>Source:</td><td>energy policy, 35(11), 5515-5525</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2007.05.016,3,175,248,6,0.1412,2007,6,0.1412,,,
1715,cardinal (2007),,"<table><tr><td>Authors:</td><td>cardinal, d; dehairs, f; henjes, j; jacquet, shm; savoye, n; worobiec, a</td></tr><tr><td>Title:</td><td>particulate ba-barite and acantharians in the southern ocean during the european iron fertilization experiment (eifex)</td></tr><tr><td>Source:</td><td>journal of geophysical research-biogeosciences, 112(g4)</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1029/2006jg000394,4,23,34,12,0.2824,2007,12,0.2824,,,
1716,boland (2007),,"<table><tr><td>Authors:</td><td>boland, a; caldwell, im; chen, jm; ju, wm; maclaren, vw; yin, y; zhou, s</td></tr><tr><td>Title:</td><td>an integrated assessment model of carbon sequestration benefits: a case study of liping county, china</td></tr><tr><td>Source:</td><td>journal of environmental management, 85(3), 757-773</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2006.08.020,1,42,47,14,0.3295,2007,14,0.3295,,,
1717,boland (2007),,"<table><tr><td>Authors:</td><td>boland, a; maclaren, v; ouyang, h; shao, b; tian, y; wang, c; yin, y</td></tr><tr><td>Title:</td><td>evaluation of the economic and environmental impact of converting cropland to forest: a case study in dunhua county, china</td></tr><tr><td>Source:</td><td>journal of environmental management, 85(3), 746-756</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2006.04.025,1,40,60,24,0.5648,2007,24,0.5648,,,
1718,xu (2007),,"<table><tr><td>Authors:</td><td>xu, w; yin, y; zhou, s</td></tr><tr><td>Title:</td><td>social and economic impacts of carbon sequestration and land use change on peasant households in rural china: a case study of liping, guizhou province</td></tr><tr><td>Source:</td><td>journal of environmental management, 85(3), 736-745</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2006.09.013,1,128,143,24,0.5648,2007,24,0.5648,,,
1719,eby (2007),,"<table><tr><td>Authors:</td><td>eby, m; montenegro, a; weaver, aj; zickfeld, k</td></tr><tr><td>Title:</td><td>long term climate implications of 2050 emission reduction targets</td></tr><tr><td>Source:</td><td>geophysical research letters, 34(19)</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1029/2007gl031018,2,34,41,31,0.7296,2007,31,0.7296,,,
1721,griffin (2007),,"<table><tr><td>Authors:</td><td>griffin, wm; matthews, hs; morrow, wr</td></tr><tr><td>Title:</td><td>state-level infrastructure and economic effects of switchgrass cofiring with coal in existing power plants for carbon mitigation</td></tr><tr><td>Source:</td><td>environmental science & technology, 41(19), 6657-6662</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1021/es070335h,2,63,67,5,0.1177,2007,5,0.1177,,,
1722,minamikawa (2007),,"<table><tr><td>Authors:</td><td>minamikawa, k; sakai, n</td></tr><tr><td>Title:</td><td>soil carbon budget in a single-cropping paddy field with rice straw application and water management based on soil redox potential</td></tr><tr><td>Source:</td><td>soil science and plant nutrition, 53(5), 657-667</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1111/j.1747-0765.2007.00172.x,3,47,56,9,0.2118,2007,9,0.2118,,,
1723,redondo-brenes (2007),,"<table><tr><td>Authors:</td><td>redondo-brenes, a</td></tr><tr><td>Title:</td><td>growth, carbon sequestration, and management of native tree plantations in humid regions of costa rica</td></tr><tr><td>Source:</td><td>new forests, 34(3), 253-268</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1007/s11056-007-9052-9,1,50,71,29,0.6825,2007,29,0.6825,,,
1724,baskent (2007),,"<table><tr><td>Authors:</td><td>baskent, ez; keles, s</td></tr><tr><td>Title:</td><td>modelling and analyzing timber production and carbon sequestration values of forest ecosystems: a case study</td></tr><tr><td>Source:</td><td>polish journal of environmental studies, 16(3), 473-479</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",,1,48,57,19,0.4471,2007,19,0.4471,,,
1725,hoffmann (2007),,"<table><tr><td>Authors:</td><td>hoffmann, lj; lochte, k; peeken, i</td></tr><tr><td>Title:</td><td>effects of iron on the elemental stoichiometry during eifex and in the diatoms fragilariopsis kerguelensis and chaetoceros dichaeta</td></tr><tr><td>Source:</td><td>biogeosciences, 4(4), 569-579</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",,4,114,295,30,0.706,2007,30,0.706,,,
1726,bondeau (2007),,"<table><tr><td>Authors:</td><td>bondeau, a; carter, tr; cramer, w; erhard, m; prentice, ic; reginster, i; rounsevell, mda; sitch, s; smith, b; smith, pc; sykes, m; zaehle, s</td></tr><tr><td>Title:</td><td>projected changes in terrestrial carbon storage in europe under climate and land-use change, 1990-2100</td></tr><tr><td>Source:</td><td>ecosystems, 10(3), 380-401</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1007/s10021-007-9028-9,1,260,412,84,1.9769,2007,84,1.9769,,,
1728,alcamo (2007),,"<table><tr><td>Authors:</td><td>alcamo, j; schaldach, r</td></tr><tr><td>Title:</td><td>simulating the effects of urbanization, afforestation and cropland abandonment on a regional carbon balance: a case study for central germany</td></tr><tr><td>Source:</td><td>regional environmental change, 7(3), 137-148</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1007/s10113-007-0034-4,3,123,147,10,0.2353,2007,10,0.2353,,,
1729,sugie (2007),,"<table><tr><td>Authors:</td><td>sugie, k; taniguchi, a</td></tr><tr><td>Title:</td><td>bioavailability and dulability of the iron released from a steelmaking stag for tow thalassiosira species</td></tr><tr><td>Source:</td><td>tetsu to hagane-journal of the iron and steel institute of japan, 93(8), 558-564</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",,4,125,315,1,0.0235,2007,1,0.0235,,,
1731,krysanova (2007),,"<table><tr><td>Authors:</td><td>krysanova, v; merbach, i; mirschel, w; post, j; rogasik, j; suckow, f</td></tr><tr><td>Title:</td><td>integrated eco-hydrological modelling of soil organic matter dynamics for the assessment of environmental change impacts in meso- to macro-scale river basins</td></tr><tr><td>Source:</td><td>ecological modelling, 206(1-2), 93-109</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.ecolmodel.2007.03.028,3,381,764,9,0.2118,2007,9,0.2118,,,
1732,ceulemans (2007),,"<table><tr><td>Authors:</td><td>ceulemans, r; cockx, l; deckmyn, g; garcia-quijano, jf; holden, nm; muys, b; peters, j; rosanov, a; van orshoven, j; van wyk, g; ward, sm</td></tr><tr><td>Title:</td><td>carbon sequestration and environmental effects of afforestation with pinus radiata d. don in the western cape, south africa</td></tr><tr><td>Source:</td><td>climatic change, 83(3), 323-355</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1007/s10584-006-9204-5,1,71,94,11,0.2589,2007,11,0.2589,,,
1733,caldeira (2007),,"<table><tr><td>Authors:</td><td>caldeira, k; knauss, kg; langer, wh; rau, gh</td></tr><tr><td>Title:</td><td>reducing energy-related co2 emissions using accelerated weathering of limestone</td></tr><tr><td>Source:</td><td>energy, 32(8), 1471-1477</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.energy.2006.10.011,2,49,87,28,0.659,2007,28,0.659,,,
1734,chen (2007),,"<table><tr><td>Authors:</td><td>chen, ld; fu, bj; gong, j; gui, ld; huang, yl; huang, zl</td></tr><tr><td>Title:</td><td>effect of land use conversion on soil organic carbon sequestration in the loess hilly area, loess plateau of china</td></tr><tr><td>Source:</td><td>ecological research, 22(4), 641-648</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1007/s11284-006-0065-1,3,341,585,92,2.1651,2007,92,2.1651,,,
1735,bishop (2007),,"<table><tr><td>Authors:</td><td>bishop, jkb; lam, pj</td></tr><tr><td>Title:</td><td>high biomass, low export regimes in the southern ocean</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 54(5-7), 601-638</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.dsr2.2007.01.013,4,80,141,50,1.1767,2007,50,1.1767,,,
1736,ardo (2007),,"<table><tr><td>Authors:</td><td>ardo, j; ball, as; farage, pk; olsson, l; pretty, jn; rienzi, ea</td></tr><tr><td>Title:</td><td>the potential for soil carbon sequestration in three tropical dryland farming systems of africa and latin america: a modelling approach</td></tr><tr><td>Source:</td><td>soil & tillage research, 94(2), 457-472</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.still.2006.09.006,3,299,541,35,0.8237,2007,35,0.8237,,,
1737,adams (2007),,"<table><tr><td>Authors:</td><td>adams, dm; im, eh; latta, gs</td></tr><tr><td>Title:</td><td>potential impacts of carbon taxes on carbon flux in western oregon private forests</td></tr><tr><td>Source:</td><td>forest policy and economics, 9(8), 1006-1017</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.forpol.2006.09.006,1,136,208,11,0.2589,2007,11,0.2589,,,
1738,galvez (2007),,"<table><tr><td>Authors:</td><td>galvez, me; nikulshina, v; steinfeld, a</td></tr><tr><td>Title:</td><td>kinetic analysis of the carbonation reactions for the capture of co2 from air via the ca(oh)(2)-caco3-cao solar thermochemical cycle</td></tr><tr><td>Source:</td><td>chemical engineering journal, 129(1-3), 75-83</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.cej.2006.11.003,2,15,54,88,2.071,2007,88,2.071,,,
1739,doraiswamy (2007),,"<table><tr><td>Authors:</td><td>doraiswamy, pc; doumbia, m; franzluebbers, aj; hunt, er; mccarty, gw; yost, rs</td></tr><tr><td>Title:</td><td>modeling soil carbon sequestration in agricultural lands of mali</td></tr><tr><td>Source:</td><td>agricultural systems, 94(1), 63-74</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.agsy.2005.09.011,3,48,59,16,0.3765,2007,16,0.3765,,,
1740,bidigare (2007),,"<table><tr><td>Authors:</td><td>bidigare, rr; bishop, jkb; boyd, pw; buesseler, ko; casciotti, kl; dehairs, f; elskens, m; honda, m; karl, dm; lamborg, ch; lam, pj; siegel, da; silver, mw; steinberg, dk; trull, tw; valdes, j; van mooy, b; wilson, s</td></tr><tr><td>Title:</td><td>revisiting carbon flux through the ocean's twilight zone</td></tr><tr><td>Source:</td><td>science, 316(5824), 567-570</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1126/science.1137959,4,33,48,295,6.9426,2007,295,6.9426,,,
1741,cao (2007),,"<table><tr><td>Authors:</td><td>cao, mk; liu, jy; tao, b; yan, hm</td></tr><tr><td>Title:</td><td>potential and sustainability for carbon sequestration with improved soil management in agricultural soils of china</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 121(4), 325-335</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2006.11.008,3,321,668,59,1.3885,2007,59,1.3885,,,
1742,assmy (2007),,"<table><tr><td>Authors:</td><td>assmy, p; henjes, j; klaas, c; smetacek, v; verity, p</td></tr><tr><td>Title:</td><td>response of microzooplankton (protists and small copepods) to an iron-induced phytoplankton bloom in the southern ocean (eisenex)</td></tr><tr><td>Source:</td><td>deep-sea research part i-oceanographic research papers, 54(3), 363-384</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.dsr.2006.12.004,4,84,214,27,0.6354,2007,27,0.6354,,,
1743,assmy (2007),,"<table><tr><td>Authors:</td><td>assmy, p; henjes, j; klaas, c; smetacek, v</td></tr><tr><td>Title:</td><td>mechanisms determining species dominance in a phytoplankton bloom induced by the iron fertilization experiment eisenex in the southern ocean</td></tr><tr><td>Source:</td><td>deep-sea research part i-oceanographic research papers, 54(3), 340-362</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.dsr.2006.12.005,4,103,291,49,1.1532,2007,49,1.1532,,,
1744,marin-spiotta (2007),,"<table><tr><td>Authors:</td><td>marin-spiotta, e; ostertag, r; silver, wl</td></tr><tr><td>Title:</td><td>long-term patterns in tropical reforestation: plant community composition and aboveground biomass accumulation</td></tr><tr><td>Source:</td><td>ecological applications, 17(3), 828-839</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1890/06-1268,1,79,128,72,1.6945,2007,72,1.6945,,,
1745,barrett (2007),,"<table><tr><td>Authors:</td><td>barrett, dj; beck, ac; harper, rj; hill, mj; mann, ss; mitchell, cd; ritson, p; smettem, krj</td></tr><tr><td>Title:</td><td>the potential of greenhouse sinks to underwrite improved land management</td></tr><tr><td>Source:</td><td>ecological engineering, 29(4), 329-341</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.ecoleng.2006.09.025,3,56,61,57,1.3414,2007,57,1.3414,,,
1747,barreto (2007),,"<table><tr><td>Authors:</td><td>barreto, l; uddin, sn</td></tr><tr><td>Title:</td><td>biomass-fired cogeneration systems with co2 capture and storage</td></tr><tr><td>Source:</td><td>renewable energy, 32(6), 1006-1019</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.renene.2006.04.009,2,53,64,44,1.0355,2007,44,1.0355,,,
1748,betts (2007),,"<table><tr><td>Authors:</td><td>betts, ra; falloon, pd; goldewijk, kk; ramankutty, n</td></tr><tr><td>Title:</td><td>biogeophysical effects of land use on climate: model simulations of radiative forcing and large-scale temperature change</td></tr><tr><td>Source:</td><td>agricultural and forest meteorology, 142(2-4), 216-233</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.agrformet.2006.08.021,1,119,171,166,3.9067,2007,166,3.9067,,,
1749,assmy (2007),,"<table><tr><td>Authors:</td><td>assmy, p; croot, pl; jansen, s; passow, u; strass, vh</td></tr><tr><td>Title:</td><td>surface active substances in the upper water column during a southern ocean iron fertilization experiment (eifex)</td></tr><tr><td>Source:</td><td>geophysical research letters, 34(3)</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1029/2006gl028080,4,23,43,20,0.4707,2007,20,0.4707,,,
1750,han (2007),,"<table><tr><td>Authors:</td><td>han, fxx; lindner, js; wang, cj</td></tr><tr><td>Title:</td><td>making carbon sequestration a paying proposition</td></tr><tr><td>Source:</td><td>naturwissenschaften, 94(3), 170-182</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1007/s00114-006-0170-6,1,157,253,6,0.1412,2007,6,0.1412,,,
1751,bado (2007),,"<table><tr><td>Authors:</td><td>bado, vb; bationo, a; bostick, wm; hoogenboom, g; jones, jw; soler, ct</td></tr><tr><td>Title:</td><td>soil carbon dynamics and crop residue yields of cropping systems in the northern guinea savanna of burkina faso</td></tr><tr><td>Source:</td><td>soil & tillage research, 93(1), 138-151</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.still.2006.03.020,3,206,265,17,0.4001,2007,17,0.4001,,,
1752,bandyopadhyay (2007),,"<table><tr><td>Authors:</td><td>bandyopadhyay, pk; chaudhury, j; gangopadhyay, a; hazra, gc; kundu, s; majumder, b; mandal, b; mishra, ak; saha, mn; samantaray, rn</td></tr><tr><td>Title:</td><td>the potential of cropping systems and soil amendments for carbon sequestration in soils under long-term experiments in subtropical india</td></tr><tr><td>Source:</td><td>global change biology, 13(2), 357-369</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1111/j.1365-2486.2006.01309.x,3,177,224,55,1.2944,2007,55,1.2944,,,
1753,baritz (2007),,"<table><tr><td>Authors:</td><td>baritz, r; bauwens, b; byrne, ka; hagedorn, f; jandl, r; johnson, dw; lindner, m; minkkinen, k; vesterdal, l</td></tr><tr><td>Title:</td><td>how strongly can forest management influence soil carbon sequestration?</td></tr><tr><td>Source:</td><td>geoderma, 137(3-4), 253-268</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.geoderma.2006.09.003,1,467,1223,472,11.1081,2007,472,11.1081,,,
1754,fladeland (2007),,"<table><tr><td>Authors:</td><td>fladeland, m; genovese, v; gross, p; hiatt, s; klooster, s; potter, c</td></tr><tr><td>Title:</td><td>satellite-derived estimates of potential carbon sequestration through afforestation of agricultural lands in the united states</td></tr><tr><td>Source:</td><td>climatic change, 80(3-4), 323-336</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1007/s10584-006-9109-3,1,145,176,20,0.4707,2007,20,0.4707,,,
1755,benitez (2007),,"<table><tr><td>Authors:</td><td>benitez, pc; mccallum, i; obersteiner, m; yamagata, y</td></tr><tr><td>Title:</td><td>global potential for carbon sequestration: geographical distribution, country risk and policy implications</td></tr><tr><td>Source:</td><td>ecological economics, 60(3), 572-583</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.ecolecon.2005.12.015,1,132,187,52,1.2238,2007,52,1.2238,,,
1756,bliss (2006),,"<table><tr><td>Authors:</td><td>bliss, nb; bridgham, sd; keller, jk; megonigal, jp; trettin, c</td></tr><tr><td>Title:</td><td>the carbon balance of north american wetlands</td></tr><tr><td>Source:</td><td>wetlands, 26(4), 889-916</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",http://dx.doi.org/10.1672/0277-5212(2006)26[889:tcbona]2.0.co;2,1,121,154,319,7.0839,2006,319,7.0839,,,
1757,denman (2006),,"<table><tr><td>Authors:</td><td>denman, k; mcfarlane, n; solheim, l; steiner, n</td></tr><tr><td>Title:</td><td>simulating the coupling between atmosphere-ocean processes and the planktonic ecosystem during series</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 53(20-22), 2434-2454</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",http://dx.doi.org/10.1016/j.dsr2.2006.05.030,4,69,127,9,0.1999,2006,9,0.1999,,,
1758,moore (2006),,"<table><tr><td>Authors:</td><td>moore, rm; wang, l</td></tr><tr><td>Title:</td><td>the influence of iron fertilization on the fluxes of methyl halides and isoprene from ocean to atmosphere in the series experiment</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 53(20-22), 2398-2409</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",http://dx.doi.org/10.1016/j.dsr2.2006.05.025,4,94,173,17,0.3775,2006,17,0.3775,,,
1759,bouillon (2006),,"<table><tr><td>Authors:</td><td>bouillon, rc; levasseur, m; merzouk, a; michaud, s; miller, wl; scarratt, m; ziolkowski, l</td></tr><tr><td>Title:</td><td>the effect of mesoscale iron enrichment on the marine photochemistry of dimethylsulfide in the ne subarctic pacific</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 53(20-22), 2384-2397</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",http://dx.doi.org/10.1016/j.dsr2.2006.05.024,4,124,375,6,0.1332,2006,6,0.1332,,,
1760,hale (2006),,"<table><tr><td>Authors:</td><td>hale, ms; kiene, rp; levasseur, m; li, wkw; merzouk, a; michaud, s; price, nm; rivkin, rb; scarratt, mg</td></tr><tr><td>Title:</td><td>dmsp and dms dynamics during a mesoscale iron fertilization experiment in the northeast pacific - part ii: biological cycling</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 53(20-22), 2370-2383</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",http://dx.doi.org/10.1016/j.dsr2.2006.05.022,4,127,381,23,0.5108,2006,23,0.5108,,,
1761,kiyosawa (2006),,"<table><tr><td>Authors:</td><td>kiyosawa, h; kudo, i; nishioka, j; noiri, y; taira, y; tsuda, a</td></tr><tr><td>Title:</td><td>phytoplankton community response to fe and temperature gradients in the ne (series) and nw (seeds) subarctic pacific ocean</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 53(20-22), 2201-2213</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",http://dx.doi.org/10.1016/j.dsr2.2006.05.033,4,126,478,11,0.2443,2006,11,0.2443,,,
1762,johnson (2006),,"<table><tr><td>Authors:</td><td>johnson, wk; nishioka, j; robert, m; sutherland, n; takeda, s; timothy, da; wong, cs</td></tr><tr><td>Title:</td><td>iron speciation and dynamics during series, a mesoscale iron enrichment experiment in the ne pacific</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 53(20-22), 2075-2094</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",http://dx.doi.org/10.1016/j.dsr2.2006.05.037,4,134,491,13,0.2887,2006,13,0.2887,,,
1763,law (2006),,"<table><tr><td>Authors:</td><td>law, cs; nojiri, y; page, js; timothy, da; wong, cs; wong, ske; xie, ls</td></tr><tr><td>Title:</td><td>carbon distribution and fluxes during the series iron fertilization experiment with special reference to the fugacity of carbon dioxide (fco(2))</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 53(20-22), 2053-2074</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",http://dx.doi.org/10.1016/j.dsr2.2006.05.036,4,124,354,11,0.2443,2006,11,0.2443,,,
1764,ianson (2006),,"<table><tr><td>Authors:</td><td>ianson, dc; nojiri, y; timothy, da; whitney, fa; wong, cs</td></tr><tr><td>Title:</td><td>the effects of patch expansion on budgets of c, n and si for the subarctic ecosystem response to iron enrichment study (series)</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 53(20-22), 2034-2052</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",http://dx.doi.org/10.1016/j.dsr2.2006.05.042,4,111,280,17,0.3775,2006,17,0.3775,,,
1765,abraham (2006),,"<table><tr><td>Authors:</td><td>abraham, er; arychuk, m; boyd, pw; crawford, wr; forsland, v; johnson, wk; law, cs; nojiri, y; robert, m; smith, mj; wong, cs</td></tr><tr><td>Title:</td><td>patch evolution and the biogeochemical impact of entrainment during an iron fertilisation experiment in the sub-arctic pacific</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 53(20-22), 2012-2033</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",http://dx.doi.org/10.1016/j.dsr2.2006.05.028,4,135,521,38,0.8438,2006,38,0.8438,,,
1766,kleja (2006),,"<table><tr><td>Authors:</td><td>kleja, db; lemma, b; nilsson, i; olsson, m</td></tr><tr><td>Title:</td><td>soil carbon sequestration under different exotic tree species in the southwestern highlands of ethiopia</td></tr><tr><td>Source:</td><td>geoderma, 136(3-4), 886-898</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",http://dx.doi.org/10.1016/j.geoderma.2006.06.008,1,301,589,60,1.3324,2006,60,1.3324,,,
1767,donovan (2007),,"<table><tr><td>Authors:</td><td>donovan, pf; galang, js; galbraith, jm; prisley, sp; zipper, ce</td></tr><tr><td>Title:</td><td>evaluating terrestrial carbon sequestration options for virginia</td></tr><tr><td>Source:</td><td>environmental management, 39(2), 139-150</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1007/s00267-005-0368-y,3,423,659,3,0.0706,2007,3,0.0706,,,
1768,lee (2007),,"<table><tr><td>Authors:</td><td>lee, kh; miah, md; shin, my</td></tr><tr><td>Title:</td><td>potential contribution of the forestry sector in bangladesh to carbon sequestration</td></tr><tr><td>Source:</td><td>journal of environmental management, 82(2), 260-276</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2005.12.025,1,64,68,16,0.3765,2007,16,0.3765,,,
1769,colinas (2007),,"<table><tr><td>Authors:</td><td>colinas, c; de dios, vr; fischer, c</td></tr><tr><td>Title:</td><td>climate change effects on mediterranean forests and preventive measures</td></tr><tr><td>Source:</td><td>new forests, 33(1), 29-40</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1007/s11056-006-9011-x,1,147,163,61,1.4356,2007,61,1.4356,,,
